,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
10,3.511332218423849e-08,1.0,76.0,2011-10-01 4,"理想国际大厦, 海淀北一街, 科育社区, 海淀路社区, 海淀区, 100080, 中国",39.98298169753085,116.3038847222222,0.0,5.579843224810068e-06
11,3.511332218423849e-08,1.0,18.0,2011-10-01 4,"招商银行, 丹棱街, 中关村, 稻香园南社区, 海淀区, 100080, 中国",39.9771986781609,116.30741557471264,0.0,5.579843224810068e-06
12,3.511332218423849e-08,1.0,5.0,2011-10-01 4,"中国邮政, 海淀西街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.980067360677644,116.30343277885576,0.0,5.579843224810068e-06
13,3.511332218423849e-08,1.0,65.0,2011-10-01 4,"首开智慧社停车场, 8, 育知东路, 田园风光雅园, 东小口村, 昌平区, 102208, 中国",40.0722433333333,116.32895833333299,0.0,5.579843224810068e-06
14,3.511332218423849e-08,1.0,63.0,2011-10-01 4,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.359300301083,116.01389083964958,0.0,5.579843224810068e-06
15,3.511332218423849e-08,1.0,2.0,2011-10-01 4,"海淀南路, 中关村, 稻香园南社区, 海淀区, 100872, 中国",39.974546964506175,116.30366286265448,0.0,5.579843224810068e-06
16,3.511332218423849e-08,1.0,62.0,2011-10-01 4,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.35475832702711,116.007188601575,0.0,5.579843224810068e-06
17,3.511332218423849e-08,1.0,60.0,2011-10-01 4,"ticket office, 八达岭隧道, 延庆区, 延庆县 / Yanqing, 中国",40.35608691672286,116.00193538160816,0.0,5.579843224810068e-06
18,3.511332218423849e-08,1.0,51.0,2011-10-01 4,"Home Inn Beijing North Railway Station, 西直门北大街, 西城区, 100032, 中国",39.94364963126355,116.3468626377705,0.0,5.579843224810068e-06
19,3.511332218423849e-08,1.0,49.0,2011-10-01 4,"北京北, 北展北街, 西城区, 100032, 中国",39.940738944234944,116.34796167480728,0.0,5.579843224810068e-06
20,3.511332218423849e-08,1.0,41.0,2011-10-01 4,"大运村路, 五道口, 海淀路社区, 海淀区, 100083, 中国",39.9792383333333,116.334933333333,0.0,5.579843224810068e-06
21,3.511332218423849e-08,1.0,38.0,2011-10-01 4,"北四环西路, 中关村, 稻香园南社区, 海淀区, 10080, 中国",39.98411684210527,116.29927324561407,0.0,5.579843224810068e-06
22,3.511332218423849e-08,1.0,36.0,2011-10-01 4,"海淀黄庄北, 中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97612423728814,116.31103274011309,0.0,5.579843224810068e-06
23,3.511332218423849e-08,1.0,16.0,2011-10-01 4,"地铁知春路站, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97513314026189,116.33384529419745,0.0,5.579843224810068e-06
24,3.511332218423849e-08,1.0,7.0,2011-10-01 4,"星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97726155555557,116.33030686111107,0.0,5.579843224810068e-06
25,3.511332218423849e-08,1.0,14.0,2011-10-01 4,"Electronics (components) market, 大泥湾路, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97519426833917,116.31268332304528,0.0,5.579843224810068e-06
26,3.511332218423849e-08,1.0,4.0,2011-10-01 4,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97595090924776,116.33157635030828,0.0,5.579843224810068e-06
27,3.511332218423849e-08,1.0,3.0,2011-10-01 4,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97803971474186,116.3317192164997,0.0,5.579843224810068e-06
28,3.511332218423849e-08,1.0,121.0,2011-10-01 4,"中国艺术品大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.974625,116.328284166667,0.0,5.579843224810068e-06
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.9999648549387612,1.0,1.0,2011-10-01 5,"微软亚洲研究院, 善缘街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.97861458837935,116.30449875695587,1.0,6.6421079834271606e-06
1,1.255180758581045e-06,1.0,64.0,2011-10-01 5,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.3571323951593,116.01738270436209,0.0,6.6421079834271606e-06
2,1.255180758581045e-06,1.0,12.0,2011-10-01 5,"紫金数码园5号楼, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97721239130435,116.32925536231885,0.0,6.6421079834271606e-06
3,1.255180758581045e-06,1.0,111.0,2011-10-01 5,"CNIC, 4, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98003313333333,116.32984473333336,0.0,6.6421079834271606e-06
4,1.255180758581045e-06,1.0,107.0,2011-10-01 5,"海淀交通支队中关村大队, 星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97716183908045,116.327778678161,0.0,6.6421079834271606e-06
5,1.255180758581045e-06,1.0,99.0,2011-10-01 5,"北京银行, 中关村南路, 科育社区, 海淀路社区, 海淀区, 100190, 中国",39.97986,116.319308333333,0.0,6.6421079834271606e-06
6,1.255180758581045e-06,1.0,32.0,2011-10-01 5,"中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97421821839081,116.31150954022993,0.0,6.6421079834271606e-06
7,1.255180758581045e-06,1.0,95.0,2011-10-01 5,"中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97998892156863,116.32718764705886,0.0,6.6421079834271606e-06
8,1.255180758581045e-06,1.0,93.0,2011-10-01 5,"彩和坊路, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.9765164799628,116.30291159443328,0.0,6.6421079834271606e-06
9,1.255180758581045e-06,1.0,80.0,2011-10-01 5,"航天恆星大廈, 知春路, 中关村, 海淀路社区, 海淀区, 北京市, 100098, 中国",39.974901488269786,116.32260119501458,0.0,6.6421079834271606e-06
10,1.255180758581045e-06,1.0,76.0,2011-10-01 5,"理想国际大厦, 海淀北一街, 科育社区, 海淀路社区, 海淀区, 100080, 中国",39.98298169753085,116.3038847222222,0.0,6.6421079834271606e-06
11,1.255180758581045e-06,1.0,18.0,2011-10-01 5,"招商银行, 丹棱街, 中关村, 稻香园南社区, 海淀区, 100080, 中国",39.9771986781609,116.30741557471264,0.0,6.6421079834271606e-06
12,1.255180758581045e-06,1.0,5.0,2011-10-01 5,"中国邮政, 海淀西街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.980067360677644,116.30343277885576,0.0,6.6421079834271606e-06
13,1.255180758581045e-06,1.0,65.0,2011-10-01 5,"首开智慧社停车场, 8, 育知东路, 田园风光雅园, 东小口村, 昌平区, 102208, 中国",40.0722433333333,116.32895833333299,0.0,6.6421079834271606e-06
14,1.255180758581045e-06,1.0,63.0,2011-10-01 5,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.359300301083,116.01389083964958,0.0,6.6421079834271606e-06
15,1.255180758581045e-06,1.0,2.0,2011-10-01 5,"海淀南路, 中关村, 稻香园南社区, 海淀区, 100872, 中国",39.974546964506175,116.30366286265448,0.0,6.6421079834271606e-06
16,1.255180758581045e-06,1.0,62.0,2011-10-01 5,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.35475832702711,116.007188601575,0.0,6.6421079834271606e-06
17,1.255180758581045e-06,1.0,60.0,2011-10-01 5,"ticket office, 八达岭隧道, 延庆区, 延庆县 / Yanqing, 中国",40.35608691672286,116.00193538160816,0.0,6.6421079834271606e-06
18,1.255180758581045e-06,1.0,51.0,2011-10-01 5,"Home Inn Beijing North Railway Station, 西直门北大街, 西城区, 100032, 中国",39.94364963126355,116.3468626377705,0.0,6.6421079834271606e-06
19,1.255180758581045e-06,1.0,49.0,2011-10-01 5,"北京北, 北展北街, 西城区, 100032, 中国",39.940738944234944,116.34796167480728,0.0,6.6421079834271606e-06
20,1.255180758581045e-06,1.0,41.0,2011-10-01 5,"大运村路, 五道口, 海淀路社区, 海淀区, 100083, 中国",39.9792383333333,116.334933333333,0.0,6.6421079834271606e-06
21,1.255180758581045e-06,1.0,38.0,2011-10-01 5,"北四环西路, 中关村, 稻香园南社区, 海淀区, 10080, 中国",39.98411684210527,116.29927324561407,0.0,6.6421079834271606e-06
22,1.255180758581045e-06,1.0,36.0,2011-10-01 5,"海淀黄庄北, 中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97612423728814,116.31103274011309,0.0,6.6421079834271606e-06
23,1.255180758581045e-06,1.0,16.0,2011-10-01 5,"地铁知春路站, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97513314026189,116.33384529419745,0.0,6.6421079834271606e-06
24,1.255180758581045e-06,1.0,7.0,2011-10-01 5,"星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97726155555557,116.33030686111107,0.0,6.6421079834271606e-06
25,1.255180758581045e-06,1.0,14.0,2011-10-01 5,"Electronics (components) market, 大泥湾路, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97519426833917,116.31268332304528,0.0,6.6421079834271606e-06
26,1.255180758581045e-06,1.0,4.0,2011-10-01 5,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97595090924776,116.33157635030828,0.0,6.6421079834271606e-06
27,1.255180758581045e-06,1.0,3.0,2011-10-01 5,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97803971474186,116.3317192164997,0.0,6.6421079834271606e-06
28,1.255180758581045e-06,1.0,121.0,2011-10-01 5,"中国艺术品大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.974625,116.328284166667,0.0,6.6421079834271606e-06
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.9999533355110112,1.0,1.0,2011-10-01 6,"微软亚洲研究院, 善缘街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.97861458837935,116.30449875695587,0.1,8.819221756598696e-06
1,1.6665888925183522e-06,1.0,64.0,2011-10-01 6,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.3571323951593,116.01738270436209,0.0,8.819221756598696e-06
2,1.6665888925183522e-06,1.0,12.0,2011-10-01 6,"紫金数码园5号楼, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97721239130435,116.32925536231885,0.0,8.819221756598696e-06
3,1.6665888925183522e-06,1.0,111.0,2011-10-01 6,"CNIC, 4, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98003313333333,116.32984473333336,0.0,8.819221756598696e-06
4,1.6665888925183522e-06,1.0,107.0,2011-10-01 6,"海淀交通支队中关村大队, 星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97716183908045,116.327778678161,0.0,8.819221756598696e-06
5,1.6665888925183522e-06,1.0,99.0,2011-10-01 6,"北京银行, 中关村南路, 科育社区, 海淀路社区, 海淀区, 100190, 中国",39.97986,116.319308333333,0.0,8.819221756598696e-06
6,1.6665888925183522e-06,1.0,32.0,2011-10-01 6,"中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97421821839081,116.31150954022993,0.0,8.819221756598696e-06
7,1.6665888925183522e-06,1.0,95.0,2011-10-01 6,"中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97998892156863,116.32718764705886,0.0,8.819221756598696e-06
8,1.6665888925183522e-06,1.0,93.0,2011-10-01 6,"彩和坊路, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.9765164799628,116.30291159443328,0.0,8.819221756598696e-06
9,1.6665888925183522e-06,1.0,80.0,2011-10-01 6,"航天恆星大廈, 知春路, 中关村, 海淀路社区, 海淀区, 北京市, 100098, 中国",39.974901488269786,116.32260119501458,0.0,8.819221756598696e-06
10,1.6665888925183522e-06,1.0,76.0,2011-10-01 6,"理想国际大厦, 海淀北一街, 科育社区, 海淀路社区, 海淀区, 100080, 中国",39.98298169753085,116.3038847222222,0.0,8.819221756598696e-06
11,1.6665888925183522e-06,1.0,18.0,2011-10-01 6,"招商银行, 丹棱街, 中关村, 稻香园南社区, 海淀区, 100080, 中国",39.9771986781609,116.30741557471264,0.0,8.819221756598696e-06
12,1.6665888925183522e-06,1.0,5.0,2011-10-01 6,"中国邮政, 海淀西街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.980067360677644,116.30343277885576,0.0,8.819221756598696e-06
13,1.6665888925183522e-06,1.0,65.0,2011-10-01 6,"首开智慧社停车场, 8, 育知东路, 田园风光雅园, 东小口村, 昌平区, 102208, 中国",40.0722433333333,116.32895833333299,0.0,8.819221756598696e-06
14,1.6665888925183522e-06,1.0,63.0,2011-10-01 6,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.359300301083,116.01389083964958,0.0,8.819221756598696e-06
15,1.6665888925183522e-06,1.0,2.0,2011-10-01 6,"海淀南路, 中关村, 稻香园南社区, 海淀区, 100872, 中国",39.974546964506175,116.30366286265448,0.0,8.819221756598696e-06
16,1.6665888925183522e-06,1.0,62.0,2011-10-01 6,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.35475832702711,116.007188601575,0.0,8.819221756598696e-06
17,1.6665888925183522e-06,1.0,60.0,2011-10-01 6,"ticket office, 八达岭隧道, 延庆区, 延庆县 / Yanqing, 中国",40.35608691672286,116.00193538160816,0.0,8.819221756598696e-06
18,1.6665888925183522e-06,1.0,51.0,2011-10-01 6,"Home Inn Beijing North Railway Station, 西直门北大街, 西城区, 100032, 中国",39.94364963126355,116.3468626377705,0.0,8.819221756598696e-06
19,1.6665888925183522e-06,1.0,49.0,2011-10-01 6,"北京北, 北展北街, 西城区, 100032, 中国",39.940738944234944,116.34796167480728,0.0,8.819221756598696e-06
20,1.6665888925183522e-06,1.0,41.0,2011-10-01 6,"大运村路, 五道口, 海淀路社区, 海淀区, 100083, 中国",39.9792383333333,116.334933333333,0.0,8.819221756598696e-06
21,1.6665888925183522e-06,1.0,38.0,2011-10-01 6,"北四环西路, 中关村, 稻香园南社区, 海淀区, 10080, 中国",39.98411684210527,116.29927324561407,0.0,8.819221756598696e-06
22,1.6665888925183522e-06,1.0,36.0,2011-10-01 6,"海淀黄庄北, 中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97612423728814,116.31103274011309,0.0,8.819221756598696e-06
23,1.6665888925183522e-06,1.0,16.0,2011-10-01 6,"地铁知春路站, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97513314026189,116.33384529419745,0.0,8.819221756598696e-06
24,1.6665888925183522e-06,1.0,7.0,2011-10-01 6,"星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97726155555557,116.33030686111107,0.0,8.819221756598696e-06
25,1.6665888925183522e-06,1.0,14.0,2011-10-01 6,"Electronics (components) market, 大泥湾路, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97519426833917,116.31268332304528,0.0,8.819221756598696e-06
26,1.6665888925183522e-06,1.0,4.0,2011-10-01 6,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97595090924776,116.33157635030828,0.0,8.819221756598696e-06
27,1.6665888925183522e-06,1.0,3.0,2011-10-01 6,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97803971474186,116.3317192164997,0.0,8.819221756598696e-06
28,1.6665888925183522e-06,1.0,121.0,2011-10-01 6,"中国艺术品大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.974625,116.328284166667,0.0,8.819221756598696e-06
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.09999498529617218,1.0,1.0,2011-10-01 7,"微软亚洲研究院, 善缘街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.97861458837935,116.30449875695587,0,90
1,1.7909656528607134e-07,1.0,64.0,2011-10-01 7,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.3571323951593,116.01738270436209,0,90
2,1.7909656528607134e-07,1.0,12.0,2011-10-01 7,"紫金数码园5号楼, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97721239130435,116.32925536231885,0,90
3,1.7909656528607134e-07,1.0,111.0,2011-10-01 7,"CNIC, 4, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98003313333333,116.32984473333336,0,90
4,1.7909656528607134e-07,1.0,107.0,2011-10-01 7,"海淀交通支队中关村大队, 星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97716183908045,116.327778678161,0,90
5,1.7909656528607134e-07,1.0,99.0,2011-10-01 7,"北京银行, 中关村南路, 科育社区, 海淀路社区, 海淀区, 100190, 中国",39.97986,116.319308333333,0,90
6,1.7909656528607134e-07,1.0,32.0,2011-10-01 7,"中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97421821839081,116.31150954022993,0,90
7,1.7909656528607134e-07,1.0,95.0,2011-10-01 7,"中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97998892156863,116.32718764705886,0,90
8,1.7909656528607134e-07,1.0,93.0,2011-10-01 7,"彩和坊路, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.9765164799628,116.30291159443328,0,90
9,1.7909656528607134e-07,1.0,80.0,2011-10-01 7,"航天恆星大廈, 知春路, 中关村, 海淀路社区, 海淀区, 北京市, 100098, 中国",39.974901488269786,116.32260119501458,0,90
10,1.7909656528607134e-07,1.0,76.0,2011-10-01 7,"理想国际大厦, 海淀北一街, 科育社区, 海淀路社区, 海淀区, 100080, 中国",39.98298169753085,116.3038847222222,0,90
11,1.7909656528607134e-07,1.0,18.0,2011-10-01 7,"招商银行, 丹棱街, 中关村, 稻香园南社区, 海淀区, 100080, 中国",39.9771986781609,116.30741557471264,0,90
12,1.7909656528607134e-07,1.0,5.0,2011-10-01 7,"中国邮政, 海淀西街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.980067360677644,116.30343277885576,0,90
13,1.7909656528607134e-07,1.0,65.0,2011-10-01 7,"首开智慧社停车场, 8, 育知东路, 田园风光雅园, 东小口村, 昌平区, 102208, 中国",40.0722433333333,116.32895833333299,0,90
14,1.7909656528607134e-07,1.0,63.0,2011-10-01 7,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.359300301083,116.01389083964958,0,90
15,1.7909656528607134e-07,1.0,2.0,2011-10-01 7,"海淀南路, 中关村, 稻香园南社区, 海淀区, 100872, 中国",39.974546964506175,116.30366286265448,0,90
16,1.7909656528607134e-07,1.0,62.0,2011-10-01 7,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.35475832702711,116.007188601575,0,90
17,1.7909656528607134e-07,1.0,60.0,2011-10-01 7,"ticket office, 八达岭隧道, 延庆区, 延庆县 / Yanqing, 中国",40.35608691672286,116.00193538160816,0,90
18,1.7909656528607134e-07,1.0,51.0,2011-10-01 7,"Home Inn Beijing North Railway Station, 西直门北大街, 西城区, 100032, 中国",39.94364963126355,116.3468626377705,0,90
19,1.7909656528607134e-07,1.0,49.0,2011-10-01 7,"北京北, 北展北街, 西城区, 100032, 中国",39.940738944234944,116.34796167480728,0,90
20,1.7909656528607134e-07,1.0,41.0,2011-10-01 7,"大运村路, 五道口, 海淀路社区, 海淀区, 100083, 中国",39.9792383333333,116.334933333333,0,90
21,1.7909656528607134e-07,1.0,38.0,2011-10-01 7,"北四环西路, 中关村, 稻香园南社区, 海淀区, 10080, 中国",39.98411684210527,116.29927324561407,0,90
22,1.7909656528607134e-07,1.0,36.0,2011-10-01 7,"海淀黄庄北, 中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97612423728814,116.31103274011309,0,90
23,1.7909656528607134e-07,1.0,16.0,2011-10-01 7,"地铁知春路站, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97513314026189,116.33384529419745,0,90
24,1.7909656528607134e-07,1.0,7.0,2011-10-01 7,"星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97726155555557,116.33030686111107,0,90
25,1.7909656528607134e-07,1.0,14.0,2011-10-01 7,"Electronics (components) market, 大泥湾路, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97519426833917,116.31268332304528,0,90
26,1.7909656528607134e-07,1.0,4.0,2011-10-01 7,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97595090924776,116.33157635030828,0,90
27,1.7909656528607134e-07,1.0,3.0,2011-10-01 7,"五道口, 海淀路社区, 海淀区, 100098, 中国",39.97803971474186,116.3317192164997,0,90
28,1.7909656528607134e-07,1.0,121.0,2011-10-01 7,"中国艺术品大厦, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.974625,116.328284166667,0,90
,PredProbability,StateId,PredState,DateHour,Address,Latitude,Longitude,ActProbability,Similarity
0,0.9166772858725633,1.0,1.0,2011-10-03 3,"微软亚洲研究院, 善缘街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.97861458837935,116.30449875695587,1.0,4.682569876379535e-06
1,8.112188370553657e-07,1.0,64.0,2011-10-03 3,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.3571323951593,116.01738270436209,0.0,4.682569876379535e-06
2,8.112188370553657e-07,1.0,12.0,2011-10-03 3,"紫金数码园5号楼, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97721239130435,116.32925536231885,0.0,4.682569876379535e-06
3,8.112188370553657e-07,1.0,111.0,2011-10-03 3,"CNIC, 4, 中关村南四街, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.98003313333333,116.32984473333336,0.0,4.682569876379535e-06
4,8.112188370553657e-07,1.0,107.0,2011-10-03 3,"海淀交通支队中关村大队, 星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97716183908045,116.327778678161,0.0,4.682569876379535e-06
5,8.112188370553657e-07,1.0,99.0,2011-10-03 3,"北京银行, 中关村南路, 科育社区, 海淀路社区, 海淀区, 100190, 中国",39.97986,116.319308333333,0.0,4.682569876379535e-06
6,8.112188370553657e-07,1.0,32.0,2011-10-03 3,"中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97421821839081,116.31150954022993,0.0,4.682569876379535e-06
7,8.112188370553657e-07,1.0,95.0,2011-10-03 3,"中关村东路, 新科祥园, 海淀路社区, 海淀区, 100190, 中国",39.97998892156863,116.32718764705886,0.0,4.682569876379535e-06
8,8.112188370553657e-07,1.0,93.0,2011-10-03 3,"彩和坊路, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.9765164799628,116.30291159443328,0.0,4.682569876379535e-06
9,8.112188370553657e-07,1.0,80.0,2011-10-03 3,"航天恆星大廈, 知春路, 中关村, 海淀路社区, 海淀区, 北京市, 100098, 中国",39.974901488269786,116.32260119501458,0.0,4.682569876379535e-06
10,8.112188370553657e-07,1.0,76.0,2011-10-03 3,"理想国际大厦, 海淀北一街, 科育社区, 海淀路社区, 海淀区, 100080, 中国",39.98298169753085,116.3038847222222,0.0,4.682569876379535e-06
11,8.112188370553657e-07,1.0,18.0,2011-10-03 3,"招商银行, 丹棱街, 中关村, 稻香园南社区, 海淀区, 100080, 中国",39.9771986781609,116.30741557471264,0.0,4.682569876379535e-06
12,8.112188370553657e-07,1.0,5.0,2011-10-03 3,"中国邮政, 海淀西街, 中关村, 海淀路社区, 海淀区, 100080, 中国",39.980067360677644,116.30343277885576,0.0,4.682569876379535e-06
13,8.112188370553657e-07,1.0,65.0,2011-10-03 3,"首开智慧社停车场, 8, 育知东路, 田园风光雅园, 东小口村, 昌平区, 102208, 中国",40.0722433333333,116.32895833333299,0.0,4.682569876379535e-06
14,8.112188370553657e-07,1.0,63.0,2011-10-03 3,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.359300301083,116.01389083964958,0.0,4.682569876379535e-06
15,8.112188370553657e-07,1.0,2.0,2011-10-03 3,"海淀南路, 中关村, 稻香园南社区, 海淀区, 100872, 中国",39.974546964506175,116.30366286265448,0.0,4.682569876379535e-06
16,8.112188370553657e-07,1.0,62.0,2011-10-03 3,"长城, 延庆区, 延庆县 / Yanqing, 中国",40.35475832702711,116.007188601575,0.0,4.682569876379535e-06
17,8.112188370553657e-07,1.0,60.0,2011-10-03 3,"ticket office, 八达岭隧道, 延庆区, 延庆县 / Yanqing, 中国",40.35608691672286,116.00193538160816,0.0,4.682569876379535e-06
18,8.112188370553657e-07,1.0,51.0,2011-10-03 3,"Home Inn Beijing North Railway Station, 西直门北大街, 西城区, 100032, 中国",39.94364963126355,116.3468626377705,0.0,4.682569876379535e-06
19,8.112188370553657e-07,1.0,49.0,2011-10-03 3,"北京北, 北展北街, 西城区, 100032, 中国",39.940738944234944,116.34796167480728,0.0,4.682569876379535e-06
20,8.112188370553657e-07,1.0,41.0,2011-10-03 3,"大运村路, 五道口, 海淀路社区, 海淀区, 100083, 中国",39.9792383333333,116.334933333333,0.0,4.682569876379535e-06
21,8.112188370553657e-07,1.0,38.0,2011-10-03 3,"北四环西路, 中关村, 稻香园南社区, 海淀区, 10080, 中国",39.98411684210527,116.29927324561407,0.0,4.682569876379535e-06
22,8.112188370553657e-07,1.0,36.0,2011-10-03 3,"海淀黄庄北, 中关村大街, 中关村, 海淀路社区, 海淀区, 100872, 中国",39.97612423728814,116.31103274011309,0.0,4.682569876379535e-06
23,8.112188370553657e-07,1.0,16.0,2011-10-03 3,"地铁知春路站, 知春路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97513314026189,116.33384529419745,0.0,4.682569876379535e-06
24,8.112188370553657e-07,1.0,7.0,2011-10-03 3,"星规路, 新科祥园, 海淀路社区, 海淀区, 100098, 中国",39.97726155555557,116.33030686111107,0.0,4.682569876379535e-06
