Timestamp,Latitude,Longitude,Timestamp,Date,Time,Hour,Weekday,StayPoint,StayptId,StayMeanLat,StayMeanLon,State,StateId,StateMeanLat,StateMeanLon
34:00.0,39.98039913,116.3290922,34:00.0,11/2/2008,9:34:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
35:00.0,39.9804972,116.3294715,35:00.0,11/2/2008,9:35:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
36:00.0,39.98095627,116.3293116,36:00.0,11/2/2008,9:36:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
39:00.0,39.98073859,116.3292457,39:00.0,11/2/2008,9:39:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
40:00.0,39.98080983,116.3292635,40:00.0,11/2/2008,9:40:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
41:00.0,39.9808011,116.3292309,41:00.0,11/2/2008,9:41:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
42:00.0,39.9808045,116.329202,42:00.0,11/2/2008,9:42:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
49:00.0,39.9810716,116.3290942,49:00.0,11/2/2008,9:49:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
50:00.0,39.9810567,116.3290655,50:00.0,11/2/2008,9:50:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
51:00.0,39.9810296,116.3292748,51:00.0,11/2/2008,9:51:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
52:00.0,39.98093573,116.3292746,52:00.0,11/2/2008,9:52:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
53:00.0,39.9808929,116.3292672,53:00.0,11/2/2008,9:53:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
54:00.0,39.98090307,116.3292024,54:00.0,11/2/2008,9:54:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
55:00.0,39.9807779,116.3291731,55:00.0,11/2/2008,9:55:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
56:00.0,39.98072627,116.329233,56:00.0,11/2/2008,9:56:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
57:00.0,39.98058333,116.3291853,57:00.0,11/2/2008,9:57:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
58:00.0,39.980637,116.3290653,58:00.0,11/2/2008,9:58:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
59:00.0,39.98063307,116.3293474,59:00.0,11/2/2008,9:59:00,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
59:30.0,39.98063307,116.3293474,59:30.0,11/2/2008,9:59:30,9,6Sunday,1,20,39.98086679,116.3289761,-2,-1,-1,-1
59:30.0,39.98047779,116.3286503,59:30.0,11/2/2008,9:59:30,9,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
00:00.0,39.98047779,116.3286503,00:00.0,11/2/2008,10:00:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
01:00.0,39.97920676,116.3288429,01:00.0,11/2/2008,10:01:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
02:00.0,39.97961957,116.3291453,02:00.0,11/2/2008,10:02:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
03:00.0,39.9810056,116.3295908,03:00.0,11/2/2008,10:03:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
04:00.0,39.98087643,116.3292885,04:00.0,11/2/2008,10:04:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
05:00.0,39.98145693,116.3294712,05:00.0,11/2/2008,10:05:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
06:00.0,39.98183657,116.3296883,06:00.0,11/2/2008,10:06:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
07:00.0,39.98202814,116.3298821,07:00.0,11/2/2008,10:07:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
08:00.0,39.98193709,116.3298447,08:00.0,11/2/2008,10:08:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
09:00.0,39.9817667,116.3294955,09:00.0,11/2/2008,10:09:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
11:00.0,39.98113122,116.3294338,11:00.0,11/2/2008,10:11:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
12:00.0,39.98131927,116.329557,12:00.0,11/2/2008,10:12:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
13:00.0,39.9814099,116.3293431,13:00.0,11/2/2008,10:13:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
14:00.0,39.9816433,116.3292323,14:00.0,11/2/2008,10:14:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
15:00.0,39.9816468,116.3295217,15:00.0,11/2/2008,10:15:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
16:00.0,39.9808976,116.3297097,16:00.0,11/2/2008,10:16:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
17:00.0,39.98073537,116.3299755,17:00.0,11/2/2008,10:17:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
18:00.0,39.98103033,116.3291958,18:00.0,11/2/2008,10:18:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
19:00.0,39.98045883,116.3289465,19:00.0,11/2/2008,10:19:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
20:00.0,39.98061607,116.3294049,20:00.0,11/2/2008,10:20:00,10,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
47:00.0,39.98061607,116.3294049,47:00.0,11/2/2008,12:47:00,12,6Sunday,1,21,39.98105501,116.329411,-2,-1,-1,-1
47:00.0,39.9807,116.329446,47:00.0,11/2/2008,12:47:00,12,6Sunday,1,22,39.9807,116.329446,-2,-1,-1,-1
14:00.0,39.9807,116.329446,14:00.0,11/2/2008,15:14:00,15,6Sunday,1,22,39.9807,116.329446,-2,-1,-1,-1
21:00.0,39.9807,116.329446,21:00.0,11/2/2008,15:21:00,15,6Sunday,1,22,39.9807,116.329446,-2,-1,-1,-1
21:00.0,39.98091952,116.3292507,21:00.0,11/2/2008,15:21:00,15,6Sunday,1,23,39.98091952,116.3292507,-2,-1,-1,-1
28:00.0,39.98091952,116.3292507,28:00.0,11/2/2008,15:28:00,15,6Sunday,1,23,39.98091952,116.3292507,-2,-1,-1,-1
26:00.0,39.98091952,116.3292507,26:00.0,11/2/2008,20:26:00,20,6Sunday,1,23,39.98091952,116.3292507,-2,-1,-1,-1
26:00.0,39.9805045,116.3294155,26:00.0,11/2/2008,20:26:00,20,6Sunday,1,24,39.9805045,116.3294155,-2,-1,-1,-1
24:00.0,39.9805045,116.3294155,24:00.0,11/3/2008,1:24:00,1,0Monday,1,24,39.9805045,116.3294155,-2,-1,-1,-1
33:44.5,39.9805045,116.3294155,33:44.5,11/3/2008,1:33:44,1,0Monday,1,24,39.9805045,116.3294155,-2,-1,-1,-1
52:15.5,39.97279382,116.3340467,52:15.5,11/3/2008,1:52:16,1,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
02:00.0,39.97279382,116.3340467,02:00.0,11/3/2008,2:02:00,2,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
03:00.0,39.97430423,116.3331918,03:00.0,11/3/2008,2:03:00,2,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
05:00.0,39.97408233,116.3331913,05:00.0,11/3/2008,2:05:00,2,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
48:00.0,39.97503983,116.3341076,48:00.0,11/3/2008,2:48:00,2,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
49:00.0,39.97518361,116.3341775,49:00.0,11/3/2008,2:49:00,2,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
50:00.0,39.9752067,116.334915,50:00.0,11/3/2008,2:50:00,2,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
51:00.0,39.97523013,116.3360255,51:00.0,11/3/2008,2:51:00,2,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
00:55.1,39.97523013,116.3360255,00:55.1,11/3/2008,3:00:55,3,0Monday,1,25,39.97454867,116.3342365,-2,-1,-1,-1
21:04.9,39.9782582,116.3287641,21:04.9,11/3/2008,3:21:05,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
31:00.0,39.9782582,116.3287641,31:00.0,11/3/2008,3:31:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
32:00.0,39.97909243,116.3285795,32:00.0,11/3/2008,3:32:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
33:00.0,39.97972917,116.3283101,33:00.0,11/3/2008,3:33:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
34:00.0,39.98039277,116.3283271,34:00.0,11/3/2008,3:34:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
35:00.0,39.9804423,116.3290698,35:00.0,11/3/2008,3:35:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
36:00.0,39.980764,116.329506,36:00.0,11/3/2008,3:36:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
37:00.0,39.98094077,116.3293183,37:00.0,11/3/2008,3:37:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
38:00.0,39.9809767,116.3292633,38:00.0,11/3/2008,3:38:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
50:00.0,39.98125125,116.3292955,50:00.0,11/3/2008,3:50:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
51:00.0,39.98123067,116.3293002,51:00.0,11/3/2008,3:51:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
52:00.0,39.98111933,116.3292744,52:00.0,11/3/2008,3:52:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
53:00.0,39.9810796,116.3292582,53:00.0,11/3/2008,3:53:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
54:00.0,39.98107903,116.3292525,54:00.0,11/3/2008,3:54:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
55:00.0,39.98107547,116.3292526,55:00.0,11/3/2008,3:55:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
56:00.0,39.9810367,116.3292793,56:00.0,11/3/2008,3:56:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
57:00.0,39.98102033,116.3292658,57:00.0,11/3/2008,3:57:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
58:00.0,39.98097667,116.3292386,58:00.0,11/3/2008,3:58:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
59:00.0,39.98091083,116.3292362,59:00.0,11/3/2008,3:59:00,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
59:30.0,39.98091083,116.3292362,59:30.0,11/3/2008,3:59:30,3,0Monday,1,31,39.98063201,116.3290995,-2,-1,-1,-1
59:30.0,39.98088053,116.3291883,59:30.0,11/3/2008,3:59:30,3,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
00:00.0,39.98088053,116.3291883,00:00.0,11/3/2008,4:00:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
01:00.0,39.980853,116.3291668,01:00.0,11/3/2008,4:01:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
02:00.0,39.9808424,116.3292031,02:00.0,11/3/2008,4:02:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
03:00.0,39.98085643,116.3291574,03:00.0,11/3/2008,4:03:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
06:00.0,39.98099019,116.329164,06:00.0,11/3/2008,4:06:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
07:00.0,39.98084773,116.3291659,07:00.0,11/3/2008,4:07:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
08:00.0,39.98088205,116.3291559,08:00.0,11/3/2008,4:08:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
32:00.0,39.98074387,116.3296335,32:00.0,11/3/2008,4:32:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
33:00.0,39.98043983,116.3291866,33:00.0,11/3/2008,4:33:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
34:00.0,39.980191,116.3285254,34:00.0,11/3/2008,4:34:00,4,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
01:30.0,39.980191,116.3285254,01:30.0,11/3/2008,5:01:30,5,0Monday,1,32,39.9807527,116.3291547,-2,-1,-1,-1
01:30.0,39.98089375,116.3291294,01:30.0,11/3/2008,5:01:30,5,0Monday,1,33,39.98089375,116.3291294,-2,-1,-1,-1
29:00.0,39.98089375,116.3291294,29:00.0,11/3/2008,5:29:00,5,0Monday,1,33,39.98089375,116.3291294,-2,-1,-1,-1
35:00.0,39.98089375,116.3291294,35:00.0,11/3/2008,8:35:00,8,0Monday,1,33,39.98089375,116.3291294,-2,-1,-1,-1
35:00.0,39.980481,116.329192,35:00.0,11/3/2008,8:35:00,8,0Monday,1,34,39.980481,116.329192,-2,-1,-1,-1
41:00.0,39.980481,116.329192,41:00.0,11/3/2008,11:41:00,11,0Monday,1,34,39.980481,116.329192,-2,-1,-1,-1
45:31.3,39.980481,116.329192,45:31.3,11/3/2008,11:45:31,11,0Monday,1,34,39.980481,116.329192,-2,-1,-1,-1
47:28.7,39.97628675,116.3307995,47:28.7,11/3/2008,11:47:29,11,0Monday,1,35,39.97628675,116.3307995,-2,-1,-1,-1
52:00.0,39.97628675,116.3307995,52:00.0,11/3/2008,11:52:00,11,0Monday,1,35,39.97628675,116.3307995,-2,-1,-1,-1
08:17.9,39.97628675,116.3307995,08:17.9,11/3/2008,16:08:18,16,0Monday,1,35,39.97628675,116.3307995,-2,-1,-1,-1
06:42.1,39.981766,116.327284,06:42.1,11/3/2008,22:06:42,22,0Monday,1,36,39.981766,116.327284,-2,-1,-1,-1
23:00.0,39.981766,116.327284,23:00.0,11/4/2008,2:23:00,2,1Tuesday,1,36,39.981766,116.327284,-2,-1,-1,-1
24:06.1,39.981766,116.327284,24:06.1,11/4/2008,2:24:06,2,1Tuesday,1,36,39.981766,116.327284,-2,-1,-1,-1
12:53.9,39.89922533,116.3405143,12:53.9,11/4/2008,3:12:54,3,1Tuesday,1,37,39.89922533,116.3405143,-2,-1,-1,-1
14:00.0,39.89922533,116.3405143,14:00.0,11/4/2008,3:14:00,3,1Tuesday,1,37,39.89922533,116.3405143,-2,-1,-1,-1
42:00.0,39.89922533,116.3405143,42:00.0,11/4/2008,3:42:00,3,1Tuesday,1,37,39.89922533,116.3405143,-2,-1,-1,-1
42:00.0,39.8984314,116.3428282,42:00.0,11/4/2008,3:42:00,3,1Tuesday,1,38,39.8984314,116.3428282,-2,-1,-1,-1
10:00.0,39.8984314,116.3428282,10:00.0,11/4/2008,4:10:00,4,1Tuesday,1,38,39.8984314,116.3428282,-2,-1,-1,-1
13:48.1,39.8984314,116.3428282,13:48.1,11/4/2008,4:13:48,4,1Tuesday,1,38,39.8984314,116.3428282,-2,-1,-1,-1
18:11.9,39.86446241,116.3452719,18:11.9,11/4/2008,5:18:12,5,1Tuesday,1,39,39.86446241,116.3452719,-2,-1,-1,-1
22:00.0,39.86446241,116.3452719,22:00.0,11/4/2008,5:22:00,5,1Tuesday,1,39,39.86446241,116.3452719,-2,-1,-1,-1
17:44.9,39.86446241,116.3452719,17:44.9,11/4/2008,8:17:45,8,1Tuesday,1,39,39.86446241,116.3452719,-2,-1,-1,-1
29:15.1,39.86800267,116.3467209,29:15.1,11/4/2008,8:29:15,8,1Tuesday,1,40,39.86800267,116.3467209,-2,-1,-1,-1
25:00.0,39.86800267,116.3467209,25:00.0,11/4/2008,11:25:00,11,1Tuesday,1,40,39.86800267,116.3467209,-2,-1,-1,-1
25:47.3,39.86800267,116.3467209,25:47.3,11/4/2008,11:25:47,11,1Tuesday,1,40,39.86800267,116.3467209,-2,-1,-1,-1
38:12.7,39.89952388,116.3405238,38:12.7,11/4/2008,11:38:13,11,1Tuesday,1,41,39.89952388,116.3405238,-2,-1,-1,-1
39:00.0,39.89952388,116.3405238,39:00.0,11/4/2008,11:39:00,11,1Tuesday,1,41,39.89952388,116.3405238,-2,-1,-1,-1
13:30.0,39.89952388,116.3405238,13:30.0,11/4/2008,19:13:30,19,1Tuesday,1,41,39.89952388,116.3405238,-2,-1,-1,-1
13:30.0,39.89777967,116.3398863,13:30.0,11/4/2008,19:13:30,19,1Tuesday,1,42,39.89798983,116.3397867,-2,-1,-1,-1
48:00.0,39.89777967,116.3398863,48:00.0,11/5/2008,2:48:00,2,2Wednesday,1,42,39.89798983,116.3397867,-2,-1,-1,-1
56:30.0,39.89777967,116.3398863,56:30.0,11/5/2008,2:56:30,2,2Wednesday,1,42,39.89798983,116.3397867,-2,-1,-1,-1
56:30.0,39.89965618,116.34047,56:30.0,11/5/2008,2:56:30,2,2Wednesday,1,43,39.89965618,116.34047,-2,-1,-1,-1
05:00.0,39.89965618,116.34047,05:00.0,11/5/2008,3:05:00,3,2Wednesday,1,43,39.89965618,116.34047,-2,-1,-1,-1
39:00.0,39.89965618,116.34047,39:00.0,11/5/2008,3:39:00,3,2Wednesday,1,43,39.89965618,116.34047,-2,-1,-1,-1
39:00.0,39.899329,116.3413108,39:00.0,11/5/2008,3:39:00,3,2Wednesday,1,44,39.899329,116.3413108,-2,-1,-1,-1
13:00.0,39.899329,116.3413108,13:00.0,11/5/2008,4:13:00,4,2Wednesday,1,44,39.899329,116.3413108,-2,-1,-1,-1
16:42.6,39.899329,116.3413108,16:42.6,11/5/2008,4:16:43,4,2Wednesday,1,44,39.899329,116.3413108,-2,-1,-1,-1
21:17.4,39.864634,116.345913,21:17.4,11/5/2008,5:21:17,5,2Wednesday,1,45,39.864634,116.345913,-2,-1,-1,-1
25:00.0,39.864634,116.345913,25:00.0,11/5/2008,5:25:00,5,2Wednesday,1,45,39.864634,116.345913,-2,-1,-1,-1
31:00.0,39.864634,116.345913,31:00.0,11/5/2008,7:31:00,7,2Wednesday,1,45,39.864634,116.345913,-2,-1,-1,-1
31:00.0,39.86684275,116.3458144,31:00.0,11/5/2008,7:31:00,7,2Wednesday,1,46,39.86684275,116.3458144,-2,-1,-1,-1
37:00.0,39.86684275,116.3458144,37:00.0,11/5/2008,9:37:00,9,2Wednesday,1,46,39.86684275,116.3458144,-2,-1,-1,-1
38:22.7,39.86684275,116.3458144,38:22.7,11/5/2008,9:38:23,9,2Wednesday,1,46,39.86684275,116.3458144,-2,-1,-1,-1
03:37.3,39.97861087,116.3289217,03:37.3,11/5/2008,11:03:37,11,2Wednesday,1,48,39.98079137,116.3292488,-2,-1,-1,-1
05:00.0,39.97861087,116.3289217,05:00.0,11/5/2008,11:05:00,11,2Wednesday,1,48,39.98079137,116.3292488,-2,-1,-1,-1
